"file","conc_orig","conc_before","conc_after"
"sample-1.txt",92.78,89.4834422070099,93.4236807830744
"sample-2.txt",83.97,82.3757117052336,83.98113453491
"sample-3.txt",86.72,86.8337668406301,86.7796233442607
"sample-4.txt",87.33,87.8915911401038,87.8403944277981
