"file","conc","rt","area","area_recalc","area_fit","residual","residual_pct","back_calc","recovery_pct"
"std-0.txt",0,NA,0,0,-111613.063157896,111613.063157896,NA,2.30636840511628,NA
"std-25.txt",25,4.653,1080560,975907.4997,1098222.52631579,-17662.5263157902,-1.63457154769659,24.6350221784376,98.5400887137504
"std-50.txt",50,4.649,2265237,2249739.9995241,2308058.11578947,-42821.115789474,-1.89035918932429,49.1151459718567,98.2302919437135
"std-100.txt",100,4.656,4586430,4586402.5008485,4727729.29473684,-141299.294736842,-3.08081219460108,97.0801963513424,97.0801963513424
"std-150.txt",150,4.679,7173829,7173758.2491,7147400.47368421,26428.5263157889,0.368401955438148,150.546118136748,100.364078757832
"std-200.txt",200,4.668,9630813,9630790.99999791,9567071.65263158,63741.3473684217,0.661848043030445,201.317148956499,100.658574478249
